292533	2458859929
291822	2457286705
291716	2457021832
291209	2456119478
290215	2454338580
295074	2464371337
293733	2454242762
291913	2457451996
295489	2464879269
295227	2464758418
292737	2459814303
291463	578870889
294672	2464141206
294950	2464100545
294080	2463213654
292249	2458488062
295489	2464879269
295885	2464873131
295885	2464873131
295885	2464873131
295885	2464873131
294950	2464100545
294080	2463213654
293733	2454242762
292662	2459557084
292651	2459534940
292249	2458488062
291822	2457286705
