289639	578544784
289510	2452628341
288918	2451548939
288918	2451548939
288850	2450916481
288832	2451171066
288774	2450855062
288353	2450330740
287559	2448064924
286877	2445905190
286337	2444751237
286389	244352757
286050	2444307053
284919	2441858818
284947	2441876601
289544	2452749607
288828	2451136677
287559	2448064924
287458	2447936850
287245	2447071159
284838	2438078351
284500	2439047562
284213	2439480655
286869	2445946920
286599	2445618173
284658	244091180
284270	2440111713
284211	2439581579
284210	2438093419
286862	2445896956
286176	244722784
286389	244352757
284919	2441858818
288918	2451548939
288918	2451548939
287245	2447071159
286869	2445946920
286877	2445905190
286337	2444751237
284947	2441876601
284500	2439047562
284213	2439480655
284211	2439581579
284210	2438093419
